stage,idx,SR_LOOKBACK,SR_PIVOT_WINDOW,SR_MERGE_ATR_MULT,ZONE_TOLERANCE_ATR_MULT,total,triggered,coverage,wins_1m,losses_1m,wr_1m,wins_3m,losses_3m,wr_3m,wins_5m,losses_5m,wr_5m,objective
support_resistance,40,40,4,0.5,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,44,40,4,0.8,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,45,40,4,0.8,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,48,50,2,0.3,1.2,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,49,50,2,0.3,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,50,50,2,0.3,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,54,50,2,0.5,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,55,50,2,0.5,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,60,50,2,0.8,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,63,50,3,0.3,1.2,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,64,50,3,0.3,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,65,50,3,0.3,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,68,50,3,0.5,1.2,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,69,50,3,0.5,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,70,50,3,0.5,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,75,50,3,0.8,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,78,50,4,0.3,1.2,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,79,50,4,0.3,2.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
support_resistance,80,50,4,0.3,4.0,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
