stage,idx,MIN_SCORE,MIN_WICK_TO_BODY_RATIO,ATR_MIN,ATR_MAX,total,triggered,coverage,wins_1m,losses_1m,wr_1m,wins_3m,losses_3m,wr_3m,wins_5m,losses_5m,wr_5m,objective
fine_tuning,97,5.0,0.8,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,101,5.0,0.8,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,105,5.0,0.8,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,109,5.0,1.0,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,113,5.0,1.0,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,117,5.0,1.0,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,121,5.0,1.2,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,125,5.0,1.2,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,129,5.0,1.2,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,133,5.0,1.5,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,137,5.0,1.5,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,141,5.0,1.5,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,145,6.0,0.8,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,146,6.0,0.8,0.0,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,147,6.0,0.8,0.0,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,149,6.0,0.8,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,150,6.0,0.8,1e-06,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,151,6.0,0.8,1e-06,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,153,6.0,0.8,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,154,6.0,0.8,4e-05,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,155,6.0,0.8,4e-05,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,157,6.0,1.0,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,158,6.0,1.0,0.0,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,159,6.0,1.0,0.0,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,161,6.0,1.0,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,162,6.0,1.0,1e-06,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,163,6.0,1.0,1e-06,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,165,6.0,1.0,4e-05,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,166,6.0,1.0,4e-05,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,167,6.0,1.0,4e-05,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,169,6.0,1.2,0.0,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,170,6.0,1.2,0.0,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,171,6.0,1.2,0.0,0.01,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,173,6.0,1.2,1e-06,0.0004,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
fine_tuning,174,6.0,1.2,1e-06,0.001,102,1,0.9803921568627451,1,0,100.0,1,0,100.0,1,0,100.0,90.09803921568627
